raterParticipantId	coreRaterIntercept	coreRaterFactor1	crhCrnhRatioDifference	meanNoteScore	raterAgreeRatio	successfulRatingHelpfulCount	successfulRatingNotHelpfulCount	successfulRatingTotal	unsuccessfulRatingHelpfulCount	unsuccessfulRatingNotHelpfulCount	unsuccessfulRatingTotal	ratingsAwaitingMoreRatings	ratedAfterDecision	notesCurrentlyRatedHelpful	notesCurrentlyRatedNotHelpful	notesAwaitingMoreRatings	enrollmentState	successfulRatingNeededToEarnIn	authorTopNotHelpfulTagValues	timestampOfLastStateChange	aboveHelpfulnessThreshold	isEmergingWriter	aggregateRatingReceivedTotal	timestampOfLastEarnOut
6A41A6AEAB89D2C795FE5C667F0274CA19660E51047BBC1EBA0803790C5B467B	0.079829976	0.076184556	0.0	0.26847290992736816	1.0	2.0	2.0	4.0	1.0	0.0	1.0	2.0	10.0	1.0	0.0	0.0	4.0	5.0	2,11	1677899543974.5508	True	False	19.0	1.0
6A428643DDFC92F81E660E7A96FA4DCD7D679B53D1146B928D091C0E3D905207	0.22563131	-0.64528805	0.12903225806451613	0.18147257835634292	1.0	37.0	3.0	40.0	0.0	0.0	0.0	13.0	292.0	5.0	0.0	40.0	0.0	5.0	4,12	1677899543974.5508	True	False	1132.0	1.0
6A48859B8B91E8A2B339338C29704850155354281DB18710FF65EF154FAD5E3A	0.03567533	-0.35825926			1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	17.0				4.0	5.0		1677899543974.5508	True	False		1.0
6A568A2459C6AF3F022E8926DD41DE006EA9896A3E28161217F09CFC7ED6433B	0.12628438	0.54488313	0.0	0.33443188667297363	1.0	17.0	21.0	38.0	0.0	0.0	0.0	17.0	285.0	0.0	0.0	2.0	0.0	5.0	1,4	1677899543974.5508	True	False	104.0	1.0
6A5A74258967684073FA4D928138BB07EA8AE6AE3BF5BC820342E8AA44DD5C47	0.14819646	-0.71894747			0.75	3.0	1.0	4.0	3.0	0.0	3.0	9.0	80.0				0.0	5.0		1677899543974.5508	True	False		1.0
6A63CBC00809233B8D46CE08D16CBD6225C3C1CBB9B502A85272684C957E0A97	0.22296354	0.17887361			1.0	8.0	0.0	8.0	0.0	0.0	0.0	1.0	12.0				0.0	5.0		1677899543974.5508	True	False		1.0
6A660E08FF3394F40D5A3F1D2F7C8E028F6E068976D1F6075BC3DBD8CC0C8837	0.23899771	-0.60353494			1.0	4.0	1.0	5.0	0.0	0.0	0.0	6.0	118.0				0.0	5.0		1677899543974.5508	True	False		1.0
6A6DB4F3D1517E83EF272A7C8108D3EBED7AECF64E901DD9770E98CD498AA359	0.07344274	0.6614014			0.7777777777777778	12.0	4.0	16.0	4.0	0.0	4.0	11.0	212.0				0.0	5.0		1677899543974.5508	True	False		1.0
6A78C3F24BDB7CC9FB7BF8533022D921C1E304329A922805124624C5CDA1A273	0.091377914	-0.36065474	0.2	0.1915604829788208	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	10.0	2.0	0.0	9.0	0.0	5.0	1,9	1677899543974.5508	True	False	149.0	1.0
6A7A6F58358F24C2F626651879F2C53DB5A40C3894795F4682892FB32305D589	0.06617551	0.6432076	0.0	0.2833924889564514	1.0	4.0	1.0	5.0	0.0	0.0	0.0	21.0	96.0	0.0	0.0	1.0	0.0	5.0		1677899543974.5508	True	False	26.0	1.0
6A80F1915900C4F6858BAE5E66C556BE74AB930F2438FE518BD53DA316F4AAE2	0.12647116	0.5843335			0.8333333333333334	1.0	8.0	9.0	2.0	0.0	2.0	17.0	154.0	0.0	0.0	1.0	0.0	5.0		1677899543974.5508	True	False	0.0	1.0
6A83409C133C4ECDBCC5A0E8484C184327927EDCB1EDC19D9888E3E96F157E0D	0.06707457	0.6906057			0.75	10.0	4.0	14.0	5.0	0.0	5.0	19.0	216.0				0.0	5.0		1677899543974.5508	True	False		1.0
6A874474161DD48968995484BC82103D8FDBB521236D006FE596DBF376EE0422	0.1564438	0.821446	0.0	0.16659650206565857	0.75	1.0	3.0	4.0	0.0	1.0	1.0	26.0	90.0	0.0	0.0	1.0	0.0	5.0		1677899543974.5508	True	False	7.0	1.0
6A8797B24FE87009F06E5A25F7D56C2E3B9D943427AAA0AC3EEE806D713751C7	0.16837232	-0.5726836			1.0	4.0	0.0	4.0	0.0	0.0	0.0	6.0	31.0	0.0	0.0	1.0	4.0	5.0		1677899543974.5508	True	False	0.0	1.0
6A988531DBEE6545F7DD35B45AC13E71180DB57E3131F9649F55A6166D8979F3	0.16705976	0.5008331			1.0	1.0	1.0	2.0	0.0	0.0	0.0	3.0	37.0	0.0	0.0	1.0	4.0	5.0		1677899543974.5508	True	False	2.0	1.0
6A98945A5BF7BBBEFC24C4B0AB5DBBF2C25F6DD13CC2B3769C9B8DF1F4552055	0.22267555	-0.4785663			1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0	1.0	4.0	5.0		1677899543974.5508	True	False	0.0	1.0
6A98CFA88DC081BBBB337C3F767839C835A80B6FAF412709E4EE05E55051A8C9	0.26981673	0.24520007			1.0	2.0	1.0	3.0	0.0	0.0	0.0	4.0	49.0				4.0	5.0		1677899543974.5508	True	False		1.0
6A9A9251E6E3DAD7B9579DA2101A225C4462BE7DFF079F9821E07F5C65E7E128	0.19253762	0.32207212			1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	29.0				4.0	5.0		1677899543974.5508	True	False		1.0
6A9F4C9ABF52D3A6BC14CB42A62D4FB9C88B6067A18955583A9B4E2E12084BAD	0.2081895	0.58744794			1.0	6.0	1.0	7.0	0.0	0.0	0.0	0.0	57.0				0.0	5.0		1677899543974.5508	True	False		1.0
6AA4F7ADDED4170C4EAA348441F7A01E3932610A7378944B6E99A45F577B1FBA	0.14775972	-0.23867513			1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	1.0	4.0	5.0		1677899543974.5508	True	False	0.0	1.0
6AA76E71B4209F9FFC3D64873325DBDC804B4F35927CAA86FAB874ED384478AB	0.01591868	0.26219675			1.0	2.0	1.0	3.0	0.0	0.0	0.0	2.0	16.0				4.0	5.0		1677899543974.5508	True	False		1.0
6AAE4921FEF5E90105187A91879B3E605B460F2FC13EF66481D65EF01C2E75A5	0.19739956	-0.66404927	0.25	0.25458699464797974	1.0	4.0	1.0	5.0	0.0	0.0	0.0	14.0	115.0	1.0	0.0	5.0	0.0	5.0	4,6	1677899543974.5508	True	False	231.0	1.0
6AAEEE7D5D551F82155BEBD4D3F0459EA33B41550CD226D32336BA21D95225C6	0.046218954	0.46998048			1.0	11.0	4.0	15.0	0.0	0.0	0.0	4.0	84.0				0.0	5.0		1677899543974.5508	True	False		1.0
6ABE0EBDD3C6AFBA76F5B8EF2373986BE5C613C548C13DEDBE768F184A8F1560	0.15575315	-0.36149588			1.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	11.0				4.0	5.0		1677899543974.5508	True	False		1.0
6ABEA6F83625D08ED9604E5F0AB8908BB29213E75F503B7674AB13D8A88C8F3E	0.14698407	0.021046411			1.0	4.0	0.0	4.0	0.0	0.0	0.0	2.0	4.0				4.0	5.0		1677899543974.5508	True	False		1.0
6AC48CA3A0664F8A9E77E3FCBA94FB5875C73D154CD97A7989C417CFB169F976	0.20067728	0.3784924			1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	27.0				4.0	5.0		1677899543974.5508	True	False		1.0
6AC91AFC84817651B329366BE252163522742A06C7212A29C86F555A3AE02360	0.24636696	0.45300305			1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	19.0				4.0	5.0		1677899543974.5508	True	False		1.0
6AD17A76084DDD33D64585F060A88DF13247273EBCC63F0C20E3AE70F4CE05C0	0.06207198	-0.4996043	0.0	0.32409539818763733	1.0	2.0	3.0	5.0	0.0	0.0	0.0	6.0	53.0	1.0	0.0	0.0	0.0	5.0	4,12	1677899543974.5508	True	False	27.0	1.0
6AD45ED1365F463DBC10F60EA6B726B21E04F8E142AAE8CB23D594DD2CC312D6	0.013409626	-0.2538749			1.0	4.0	1.0	5.0	0.0	0.0	0.0	1.0	34.0				0.0	5.0		1677899543974.5508	True	False		1.0
6AD625348257D522166CBD4FEFC4D711A7984617E62ACCA77ED8B23D34656F31	0.08117086	0.62460285			1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	53.0				4.0	5.0		1677899543974.5508	True	False		1.0
6AF1B068F33C9F8B0458C0C85F5122444BDA217358CA01C9A95A3A311D1472CB	-0.039406393	-0.15448874			1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	2.0	4.0	5.0		1677899543974.5508	True	False	1.0	1.0
6AF4775A50F73D33A400EC55519AF099468F881FCC14DDAC15859D4DCEE77A7B	0.13096474	-0.27498448			1.0	1.0	4.0	5.0	1.0	0.0	1.0	6.0	42.0				0.0	5.0		1677899543974.5508	True	False		1.0
6B00C54EEB20BEF1B6F6C5E2BC4EDC9BD5C0BD1A1C5F94F6A23ADA4C052F1C26	0.21132821	0.3843511			1.0	7.0	1.0	8.0	0.0	0.0	0.0	0.0	48.0				0.0	5.0		1677899543974.5508	True	False		1.0
6B04A39986B7C94A85B5021C5C2F2A8ABC1A23A57DC89F0E3BAFC5E1EE40C6D9	0.16935696	0.32052535	0.0	0.10693474113941193	1.0	5.0	0.0	5.0	1.0	0.0	1.0	1.0	41.0	0.0	0.0	2.0	0.0	5.0	4,7	1677899543974.5508	True	False	48.0	1.0
6B0F36E2E212AFD2B2EBCFE48FE063A04141E8A21C21888E8B81B5E8F2557853	0.13007773	-0.46342048	0.2	0.2904504776000977	0.6666666666666666	6.0	3.0	9.0	1.0	1.0	2.0	14.0	62.0	2.0	0.0	4.0	0.0	5.0	7,12	1677899543974.5508	True	False	148.0	1.0
6B1407462A03EB2DE826D9FABE6CA4691E8A967B60E27C833434565890B0DEDF	0.06674775	0.25900027			1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	11.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B1499E76C40916F344A31E8DB5826116AF1D81928E1F27DD9A3793FAD4637F1	0.115620136	0.5748943	0.0	0.16680161654949188	1.0	2.0	0.0	2.0	0.0	0.0	0.0	10.0	40.0	0.0	0.0	1.0	4.0	5.0		1677899543974.5508	True	False	6.0	1.0
6B166D0965FE7C2CECFC2C8B6657E571A0324BD2EE3BFD3B9EEDF38414AF5E2B	0.11200544	-0.1298484			1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	9.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B1C607C68524DD2B45FACB258B08E47C7D233FA16124C419A2676D9935367A8	0.11250278	-0.6590226			1.0	2.0	0.0	2.0	0.0	0.0	0.0	5.0	77.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B1C87066156158C4BD9995E3E794E7BB5D54D8C41B1C0550526B09A6EDEE228	0.08035898	0.6128758			1.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	41.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B2559CEDB66B8EEA8CD14BF81D0C9FA4EF2A4B216E17A253011CF2D84D937E5	0.18016429	0.23593171			0.8	4.0	0.0	4.0	1.0	0.0	1.0	4.0	65.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B30E97C55FA713D904106ED04F807AD8DAD6F71424D1371FAFD8BB5803F9DD1	0.2776244	-0.29335734	0.3333333333333333	0.31268449624379474	1.0	8.0	1.0	9.0	0.0	0.0	0.0	8.0	53.0	1.0	0.0	2.0	0.0	5.0	7,12	1677899543974.5508	True	False	150.0	1.0
6B350CAE47A8FB2584DFDFCB6DFA7699D0DD59F3DA34B0C01B92FA24CED88641	0.22437382	0.23720743	0.0	0.09350830316543579	1.0	6.0	1.0	7.0	0.0	0.0	0.0	4.0	56.0	0.0	0.0	2.0	0.0	5.0	7,11	1677899543974.5508	True	False	44.0	1.0
6B36D1C95C71C8BCB7C21453B3D27E6412E81E7B5FF8CCF51729DF4C845CD693	0.07125039	-0.6034842			0.6666666666666666	5.0	0.0	5.0	3.0	0.0	3.0	5.0	74.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B382367AA4515055091C1E9DBED0EB9128098DF01C386CC3F9237B39757BD68	0.1355974	-0.4616129			1.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	12.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B3D4B5DE28164816AEA02B8A08FD23C6C6A06C6CB5A86E82508E0A5E384B8ED	0.17596477	0.40839276			1.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	20.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B41AF9526BD234794714CBBE153955A9180AF50B058494B5223108DFF1EA367	-0.084352545	-0.23292015			1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	17.0	0.0	0.0	2.0	4.0	5.0		1677899543974.5508	True	False	0.0	1.0
6B41D707800B6653EAFA0ADCB179A0DF623F70A6C4EA4A8203441FC05DC74F2F	0.10193619	0.33152565			1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	16.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B47CDCB4F4AAA06F80C0DFBD31E36E151B87E5F9D7E86D1C0F7DF1CD9C6DDF7	0.18132386	-0.47206086			1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	31.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B4E04D0CE92A74BEB30DFCA7A1052F9BB015F2CFA10C27D42D2E27E80141CCD	0.15413922	-0.34901783	0.5	0.3586171865463257	1.0	6.0	1.0	7.0	0.0	0.0	0.0	7.0	130.0	0.0	0.0	2.0	0.0	5.0	7,11	1677899543974.5508	True	False	82.0	1.0
6B538DEDE20E1EFBBE1D8595A5814562FEE8C48B406AEB059A27FAB1ADDF89AD	0.016291227	-0.4941976	0.0	0.19572068452835084	0.8888888888888888	7.0	1.0	8.0	2.0	0.0	2.0	4.0	210.0	0.0	0.0	6.0	0.0	5.0	4,12	1677899543974.5508	True	False	169.0	1.0
6B5C930DC365B25CC3F8DD98787EAA2BF3830091B32C753E7A086EA361A50187	0.2501534	-0.32229125			1.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	16.0				0.0	5.0		1677899543974.5508	True	False		1.0
6B5E80BF02CDD3DB70D6F9609C25030F8EA18DA0EFA5FF3A6F3DD95ACCA3F8B2	0.011217612	-0.47711793			1.0	1.0	1.0	2.0	2.0	0.0	2.0	4.0	41.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B5F9BBD6AB2C996BEDEB6D00DB51EDE7A4F887885A98FF9390A945CFADFEA2E	0.14854677	0.7187126	0.0	0.05950958033402761	1.0	0.0	4.0	4.0	0.0	0.0	0.0	11.0	51.0	0.0	0.0	4.0	4.0	5.0	3,7	1677899543974.5508	True	False	38.0	1.0
6B5FA9F4D0BCD660DD519C21C4F646EAA6A47D2DD10B2D5314921536B8EEDDB5	-0.04608008	0.2311942	0.09090909090909091	0.24713824012062766	0.8536585365853658	13.0	37.0	50.0	7.0	1.0	8.0	44.0	660.0	3.0	0.0	10.0	0.0	5.0	4,11	1677899543974.5508	True	False	400.0	1.0
6B68CB395524946D5399FDAA2FD23EE50BFB0062C18DD04CE697800371C90726	0.32130805	0.017082341	0.0	0.2810226380825043	1.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	23.0	1.0	0.0	0.0	4.0	5.0	11,12	1677899543974.5508	True	False	20.0	1.0
6B6F34C71745EC92BBCFAC7428D0F314BB91A7AD15B05F9F46AB88F6C5DA35D6	0.105996154	0.16497715			1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	11.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B7C5FA25F23C1F84FD60D09DEAD8A023A22CC68E7AB59C89F9420E400BC4428	0.26592556	-0.15841264	0.0	0.22746622562408447	1.0	6.0	2.0	8.0	0.0	0.0	0.0	20.0	80.0	0.0	0.0	8.0	0.0	5.0	1,4	1677899543974.5508	True	False	155.0	1.0
6B86796979009C6DB7624356965E1D21F7CA95A2BABDD67401C7760B4705BF5B	0.027740462	-0.41922733			1.0	1.0	2.0	3.0	0.0	0.0	0.0	2.0	60.0				4.0	5.0		1677899543974.5508	True	False		1.0
6B8C287E76E2C23D3E1B6B779BB6034087EE278C1C81CC134D523A30AE9D656A	0.20284636	0.53792644			0.9333333333333333	14.0	5.0	19.0	0.0	1.0	1.0	20.0	339.0				0.0	5.0		1677899543974.5508	True	False		1.0
6B8C33D209CF1BA80033C938B3EC312E21D4BAC5A264364D64CD6F9C1433F7BF	0.13515155	-0.26605266			1.0	2.0	3.0	5.0	0.0	0.0	0.0	3.0	12.0				0.0	5.0		1677899543974.5508	True	False		1.0
6B9548B7001D96998B1C79E7D49CA9D310A00245243D14C0584CBF23DE269160	0.2830868	-0.2578867			1.0	7.0	4.0	11.0	0.0	0.0	0.0	8.0	67.0				0.0	5.0		1677899543974.5508	True	False		1.0
6B992B1DBA1D9B551B543A099D284AA53280AAB3AF17F2008A272FF967C46602	0.30108532	0.24203156	0.0	0.3041113317012787	1.0	2.0	0.0	2.0	0.0	0.0	0.0	7.0	23.0	0.0	0.0	7.0	4.0	5.0	4,6	1677899543974.5508	True	False	26.0	1.0
6B9B5A427AC3E37382530FBCC92BDC1CA7D4F64719C04F399124D8166BA05270	0.15533286	-0.051817108			1.0	4.0	0.0	4.0	0.0	0.0	0.0	2.0	30.0				4.0	5.0		1677899543974.5508	True	False		1.0
6BB0DE8AE417AE36DC957EFB7876FEA3EEAFBA4F0AC5167805A12B21240ABC94	0.18924394	0.06367728			1.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	23.0				4.0	5.0		1677899543974.5508	True	False		1.0
6BBAC26765251C268D292E448DEA83F1A60900DD0EFBA773781689D01F7897B3	0.136846	-0.54427624			1.0	0.0	2.0	2.0	0.0	0.0	0.0	5.0	21.0				4.0	5.0		1677899543974.5508	True	False		1.0
6BC6AD03F96780F5C95E2F5DF48BE87DC02C60959DB7792DBE8BE8CFD018B3C3	0.13101313	0.65711933			1.0	4.0	0.0	4.0	1.0	0.0	1.0	4.0	74.0				4.0	5.0		1677899543974.5508	True	False		1.0
6BCCBBEA2C22D08F30976C1434EC4421316882FC914DC3FE8C548AC8FB52D625	0.094781294	-0.12388987			1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	19.0				4.0	5.0		1677899543974.5508	True	False		1.0
6BDB444AADCA799584E672CA4CE048CA4ED925937F45F877E3203B1180A73EC5	0.18849525	0.7096416			1.0	4.0	2.0	6.0	0.0	0.0	0.0	6.0	103.0				0.0	5.0		1677899543974.5508	True	False		1.0
6BEC46F859CF03B8A41B8CFC8F465469716C4DD8164D7DD96A1ABADA93D2637E	0.2086684	0.7412445			1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	129.0				4.0	5.0		1677899543974.5508	True	False		1.0
6BED70BE8AB7D5F95CB6CC455097E41DDD452D6CBD0C7C7BA26ACF994871BC80	0.4356682	-0.28168252	0.1111111111111111	0.2043753465016683	0.9230769230769231	34.0	0.0	34.0	0.0	2.0	2.0	119.0	323.0	2.0	0.0	36.0	0.0	5.0	11,12	1677899543974.5508	True	False	472.0	1.0
6BF2AF2AC4F6D3E3736965DC15EE6B7B985BCA6E21C14A5CBAA5FA163BAD91D5	0.15531714	0.28896263			1.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	14.0				4.0	5.0		1677899543974.5508	True	False		1.0
6BFA108BA45633D250D0AA237613EE181A80DBFD0957CF79A28813232B2F2AA2	0.18010446	-0.31686774	0.0	0.1127956360578537	1.0	5.0	2.0	7.0	0.0	0.0	0.0	50.0	106.0	1.0	0.0	7.0	0.0	5.0	0,4	1677899543974.5508	True	False	16.0	1.0
6BFEAF0DD5D8477C75252D38EA49DF03017C10481E5E0CBB280D1ADC290750B9	0.063836075	-0.5175436			1.0	10.0	5.0	15.0	1.0	0.0	1.0	28.0	238.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C09A44422AE51CEFBCEDB5711A26D41A8EB3C226563F1DEB08B3082F7A5222D	0.13192964	-0.5336729	0.0	0.12076233327388763	1.0	6.0	2.0	8.0	0.0	0.0	0.0	8.0	39.0	0.0	0.0	2.0	0.0	5.0	1,4	1677899543974.5508	True	False	53.0	1.0
6C0C581361B9324EDF28E03F1FF0B386BE350442B0AF3B54B74D1EF33A3792B4	0.27605328	-0.37840596	0.0	0.11236532032489777	1.0	7.0	0.0	7.0	1.0	0.0	1.0	7.0	50.0	0.0	0.0	2.0	0.0	5.0	1,7	1677899543974.5508	True	False	24.0	1.0
6C0C6B4B8E211B410D14909871246F519214F3E8961BBA858F8C70BA7BB3B0C1	0.2233799	-0.087855436			1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0				4.0	5.0		1677899543974.5508	True	False		1.0
6C141C3B55C34270EFAA41BC711D3E3A465F08EAFA31EEE509AB7C0EDAC8D1A8	0.30313003	0.41311273			1.0	3.0	0.0	3.0	0.0	1.0	1.0	0.0	84.0				4.0	5.0		1677899543974.5508	True	False		1.0
6C17248698190CB57ED3E07DC9405AD056EAC9ACA4C1C7234DB25F094A8F490B	0.14422093	0.60220945			0.6666666666666666	2.0	2.0	4.0	1.0	0.0	1.0	1.0	39.0				4.0	5.0		1677899543974.5508	True	False		1.0
6C1D6F27652F43303B9C20EDE46CB3E89773ACAB2AB715F2C7884F92DF8A2058	0.30747807	-0.3911271			0.9333333333333333	18.0	3.0	21.0	0.0	1.0	1.0	4.0	63.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C1FADC4C5E876190C6D6095E52C2822AE658577B854B1ED71A100E90BFAF615	0.17719692	0.32420745	0.0	0.14009059965610504	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	1.0	4.0	5.0	4,7	1677899543974.5508	True	False	6.0	1.0
6C24D5EC3AE654A27F1940046F3FFFA0B2145B2DFB5FCDA4AA479A7A038436C9	0.30843052	-0.3115059	0.0	0.2513148784637451	1.0	5.0	0.0	5.0	0.0	0.0	0.0	3.0	56.0	0.0	0.0	1.0	0.0	5.0	4,12	1677899543974.5508	True	False	238.0	1.0
6C25DF339E6241608B0FA57190259B052A42B67AB281B0A04CC90E641DFF8384	0.15160052	-0.18181393			1.0	4.0	1.0	5.0	0.0	0.0	0.0	1.0	18.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C27299E0E74FB93EE067C23FA73A5D4CCF3BA55D5EB0BD443500031D174FA32	0.22465384	-0.40393522	0.0	0.14892292022705078	1.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	36.0	0.0	0.0	3.0	0.0	5.0	11,12	1677899543974.5508	True	False	133.0	1.0
6C2892A79A25C5C44AC64F60D213C1220E8C84F9DF751F8569606FC11B44C0D7	0.09459786	-0.3141918			1.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	9.0				4.0	5.0		1677899543974.5508	True	False		1.0
6C3EEAE68DBAAAB51E8AF63582ABBF88CD67A7B175D4ABDB17ACD65CA2E664FC	0.133833	0.29674044			1.0	4.0	2.0	6.0	0.0	0.0	0.0	9.0	46.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C4C785AB4F9B8FE33C06E92524F2880F0C88C563C25497910F116996C793A45	0.2347948	-0.28705102	0.0	0.05138414725661278	0.875	13.0	5.0	18.0	0.0	1.0	1.0	10.0	97.0	0.0	0.0	3.0	0.0	5.0	2,11	1677899543974.5508	True	False	55.0	1.0
6C5C82BD9433221AC9AD935D0DA0627640E7C6FEAD6C7E24AF8741B16E4D31FC	0.16590409	-0.675891	0.0	0.13508571684360504	1.0	2.0	1.0	3.0	1.0	0.0	1.0	3.0	79.0	0.0	0.0	1.0	0.0	5.0	11,12	1677899543974.5508	True	False	389.0	1.0
6C645D5AFC2A67ABFDA2A261D0FA1BFC0E6A40F37DE5E00A1A1C2745E1193F67	0.11339465	-0.397301			1.0	15.0	5.0	20.0	0.0	0.0	0.0	10.0	211.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C66150C021E3F16692674848D51DF62305AE35E09BBA64C3E073626F11A1B74	-0.009523329	0.3343367			0.75	4.0	9.0	13.0	2.0	0.0	2.0	11.0	214.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C6801946BBD299A4B0910321321AE89174D1A0DFC401633F140711720E111EE	0.07853974	-0.4485709			1.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	27.0				4.0	5.0		1677899543974.5508	True	False		1.0
6C697450FBB8D13B9DEE5C15FD8107125DD3DF76DFE5D40213F4E44E76F9D36D	0.14241016	-0.38567576			0.8571428571428571	11.0	7.0	18.0	1.0	2.0	3.0	17.0	116.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C6B16FE8752D6BE73212843E03BFACC7CC080A4A6100722C1610B1B094EB85A	0.13544112	-0.6774029			1.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	51.0				4.0	5.0		1677899543974.5508	True	False		1.0
6C6B8BACECB8BE2B21161DB1CD0AC5C889AACD79C8995295DE12852EA06318BA	0.2574836	-0.16619414			1.0	5.0	0.0	5.0	0.0	0.0	0.0	1.0	23.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C703D5CF69CEF8F3DD587D684305B011D840C7CD470D05D2F2363BC61ED7C88	-0.019524034	-0.32766595			1.0	4.0	11.0	15.0	0.0	0.0	0.0	9.0	113.0				0.0	5.0		1677899543974.5508	True	False		1.0
6C70631231046367820F8E7BF9D33509D25D538FF9E8B1E46536E2F338016522	0.22346741	0.5077117	0.0	0.25929924845695496	1.0	6.0	3.0	9.0	0.0	0.0	0.0	19.0	130.0	0.0	0.0	3.0	0.0	5.0	4,12	1677899543974.5508	True	False	19.0	1.0
6C7890743DB03C940C7AF7C96D809D6576E0DB67B4328E1FBE5F365FD26062E2	0.14557806	0.13843885			1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0				4.0	5.0		1677899543974.5508	True	False		1.0
6C7FC91BC3036C098C9CCF40AB6025DA5FEFA316E45ECE3DE0D9C297CA87DB63	0.26610708	-0.25660378	0.2	0.3193919897079468	1.0	49.0	8.0	57.0	1.0	0.0	1.0	37.0	264.0	5.0	0.0	5.0	0.0	5.0	4,12	1677899543974.5508	True	False	2112.0	1.0
6C8415AE1485B8D4666ED84FCF993381C99E8649904B480AE4F8D417BD36A300	0.24392195	0.27271807			1.0	4.0	0.0	4.0	0.0	0.0	0.0	1.0	47.0				4.0	5.0		1677899543974.5508	True	False		1.0
6CA118A9DEE4394BFFC7A757E3F3B5F7DDE0E04BE15CBAFA00C131C3308B4BCD	0.014314035	-0.39589998			1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	18.0				4.0	5.0		1677899543974.5508	True	False		1.0
6CA275727E456EF98CBEDEC11FBDEDCF3B63EF9B9C7261F7CCFC0C58C5D2DF63	0.014828685	-0.4884364	0.1	0.1455350716908773	1.0	5.0	6.0	11.0	1.0	0.0	1.0	30.0	144.0	6.0	1.0	72.0	0.0	5.0	4,12	1677899543974.5508	True	False	938.0	1.0
6CAB2BB996245D6133879CBE8FECE87BC35473373C38B56FC20BD97103A5B3E8	0.06777681	-0.3441532	1.0	0.4615354835987091	1.0	2.0	1.0	3.0	0.0	0.0	0.0	12.0	14.0	1.0	0.0	0.0	0.0	5.0	2,11	1677899543974.5508	True	False	59.0	1.0
6CAF0C098E384F25519E37DC13AE4687A556FCFB8312EC3723660BC683C11C51	0.081744246	-0.47214022			1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	19.0				4.0	5.0		1677899543974.5508	True	False		1.0
